T,K,dl,dh
700,5,"1,86435","1,88732"
700,6,"1,86145","1,89022"
700,7,"1,85856","1,89313"
700,8,"1,85566","1,89604"
700,9,"1,85274","1,89897"
700,10,"1,84982","1,9019"
700,11,"1,8469","1,90484"
700,12,"1,84397","1,90779"
700,13,"1,84102","1,91074"
700,14,"1,83808","1,91371"
700,15,"1,83513","1,91669"
700,16,"1,83217","1,91967"
700,17,"1,8292","1,92267"
700,18,"1,82622","1,92567"
700,19,"1,82324","1,92868"
700,20,"1,82025","1,93169"
700,21,"1,81726","1,93473"
750,2,"1,87736","1,8827"
750,3,"1,87468","1,88537"
750,4,"1,872","1,88806"
750,5,"1,86931","1,89076"
750,6,"1,86662","1,89346"
750,7,"1,86391","1,89616"
750,8,"1,86121","1,89888"
750,9,"1,8585","1,90161"
750,10,"1,85578","1,90434"
750,11,"1,85305","1,90708"
750,12,"1,85031","1,90982"
750,13,"1,84758","1,91258"
750,14,"1,84483","1,91534"
750,15,"1,84208","1,91811"
750,16,"1,83933","1,92088"
750,17,"1,83656","1,92367"
750,18,"1,83378","1,92647"
750,19,"1,83102","1,92927"
750,20,"1,82823","1,93207"
750,21,"1,82545","1,93489"
800,2,"1,88132","1,88633"
800,3,"1,87882","1,88884"
800,4,"1,8763","1,89135"
800,5,"1,87379","1,89388"
800,6,"1,87126","1,89641"
800,7,"1,86873","1,89894"
800,8,"1,86619","1,90149"
800,9,"1,86365","1,90404"
800,10,"1,8611","1,9066"
800,11,"1,85855","1,90916"
800,12,"1,85599","1,91174"
800,13,"1,85343","1,91431"
800,14,"1,85086","1,9169"
800,15,"1,84829","1,91948"
800,16,"1,84571","1,92208"
800,17,"1,84312","1,92468"
800,18,"1,84053","1,9273"
800,19,"1,83794","1,92991"
800,20,"1,83533","1,93253"
800,21,"1,83273","1,93516"
850,2,"1,88494","1,88964"
850,3,"1,88258","1,89201"
850,4,"1,88021","1,89437"
850,5,"1,87784","1,89675"
850,6,"1,87546","1,89912"
850,7,"1,87308","1,90151"
850,8,"1,8707","1,90391"
850,9,"1,86831","1,9063"
850,10,"1,86591","1,90871"
850,11,"1,86351","1,91112"
850,12,"1,86111","1,91353"
850,13,"1,8587","1,91595"
850,14,"1,85629","1,91838"
850,15,"1,85387","1,92081"
850,16,"1,85144","1,92325"
850,17,"1,84901","1,9257"
850,18,"1,84657","1,92814"
850,19,"1,84414","1,9306"
850,20,"1,8417","1,93306"
850,21,"1,83925","1,93553"
900,2,"1,88823","1,89268"
900,3,"1,88601","1,89491"
900,4,"1,88377","1,89714"
900,5,"1,88153","1,89939"
900,6,"1,87929","1,90163"
900,7,"1,87705","1,90389"
900,8,"1,8748","1,90614"
900,9,"1,87254","1,9084"
900,10,"1,87028","1,91067"
900,11,"1,86802","1,91294"
900,12,"1,86575","1,91522"
900,13,"1,86347","1,9175"
900,14,"1,8612","1,91979"
900,15,"1,85892","1,92209"
900,16,"1,85663","1,92438"
900,17,"1,85434","1,92668"
900,18,"1,85204","1,929"
900,19,"1,84974","1,93131"
900,20,"1,84744","1,93363"
900,21,"1,84513","1,93596"
950,2,"1,89127","1,89548"
950,3,"1,88915","1,8976"
950,4,"1,88704","1,89971"
950,5,"1,88492","1,90184"
950,6,"1,88279","1,90396"
950,7,"1,88067","1,90609"
950,8,"1,87854","1,90823"
950,9,"1,8764","1,91036"
950,10,"1,87426","1,91251"
950,11,"1,87212","1,91466"
950,12,"1,86998","1,91682"
950,13,"1,86782","1,91897"
950,14,"1,86567","1,92115"
950,15,"1,86351","1,92331"
950,16,"1,86135","1,92548"
950,17,"1,85919","1,92766"
950,18,"1,85701","1,92984"
950,19,"1,85483","1,93203"
950,20,"1,85266","1,93423"
950,21,"1,85048","1,93642"
1000,2,"1,89407","1,89807"
1000,3,"1,89206","1,90008"
1000,4,"1,89005","1,90209"
1000,5,"1,88804","1,9041"
1000,6,"1,88602","1,90612"
1000,7,"1,884","1,90815"
1000,8,"1,88198","1,91018"
1000,9,"1,87995","1,91221"
1000,10,"1,87792","1,91424"
1000,11,"1,87589","1,91628"
1000,12,"1,87386","1,91832"
1000,13,"1,87181","1,92037"
1000,14,"1,86976","1,92243"
1000,15,"1,86772","1,92448"
1000,16,"1,86567","1,92655"
1000,17,"1,86361","1,92861"
1000,18,"1,86155","1,93069"
1000,19,"1,85949","1,93276"
1000,20,"1,85742","1,93483"
1000,21,"1,85535","1,93692"
1050,2,"1,89666","1,90048"
1050,3,"1,89475","1,90238"
1050,4,"1,89284","1,9043"
1050,5,"1,89093","1,90621"
1050,6,"1,889","1,90814"
1050,7,"1,88708","1,91007"
1050,8,"1,88516","1,912"
1050,9,"1,88322","1,91393"
1050,10,"1,8813","1,91587"
1050,11,"1,87936","1,91781"
1050,12,"1,87741","1,91975"
1050,13,"1,87548","1,9217"
1050,14,"1,87353","1,92366"
1050,15,"1,87158","1,92562"
1050,16,"1,86963","1,92758"
1050,17,"1,86768","1,92954"
1050,18,"1,86571","1,93151"
1050,19,"1,86376","1,93348"
1050,20,"1,86179","1,93546"
1050,21,"1,85982","1,93743"
1100,2,"1,89907","1,90271"
1100,3,"1,89725","1,90454"
1100,4,"1,89543","1,90636"
1100,5,"1,8936","1,9082"
1100,6,"1,89177","1,91003"
1100,7,"1,88993","1,91187"
1100,8,"1,88809","1,91371"
1100,9,"1,88625","1,91555"
1100,10,"1,88441","1,91741"
1100,11,"1,88256","1,91926"
1100,12,"1,88071","1,92111"
1100,13,"1,87886","1,92297"
1100,14,"1,877","1,92483"
1100,15,"1,87514","1,92669"
1100,16,"1,87328","1,92856"
1100,17,"1,87143","1,93043"
1100,18,"1,86956","1,93232"
1100,19,"1,86769","1,9342"
1100,20,"1,86581","1,93608"
1100,21,"1,86394","1,93796"
1150,2,"1,90133","1,90481"
1150,3,"1,89959","1,90655"
1150,4,"1,89784","1,90831"
1150,5,"1,89609","1,91005"
1150,6,"1,89435","1,9118"
1150,7,"1,89259","1,91356"
1150,8,"1,89083","1,91533"
1150,9,"1,88907","1,91709"
1150,10,"1,88731","1,91885"
1150,11,"1,88554","1,92062"
1150,12,"1,88378","1,92239"
1150,13,"1,882","1,92417"
1150,14,"1,88023","1,92595"
1150,15,"1,87846","1,92773"
1150,16,"1,87667","1,92952"
1150,17,"1,87489","1,93131"
1150,18,"1,87311","1,9331"
1150,19,"1,87132","1,93489"
1150,20,"1,86953","1,9367"
1150,21,"1,86774","1,9385"
1200,2,"1,90344","1,90678"
1200,3,"1,90177","1,90844"
1200,4,"1,90009","1,91012"
1200,5,"1,89842","1,9118"
1200,6,"1,89674","1,91348"
1200,7,"1,89507","1,91516"
1200,8,"1,89338","1,91684"
1200,9,"1,8917","1,91854"
1200,10,"1,89001","1,92023"
1200,11,"1,88832","1,92192"
1200,12,"1,88662","1,92362"
1200,13,"1,88492","1,92532"
1200,14,"1,88323","1,92702"
1200,15,"1,88152","1,92873"
1200,16,"1,87983","1,93044"
1200,17,"1,87811","1,93215"
1200,18,"1,87641","1,93387"
1200,19,"1,87471","1,93559"
1200,20,"1,87299","1,9373"
1200,21,"1,87128","1,93902"
1250,2,"1,90542","1,90862"
1250,3,"1,90382","1,91023"
1250,4,"1,90221","1,91183"
1250,5,"1,90061","1,91344"
1250,6,"1,89899","1,91506"
1250,7,"1,89739","1,91667"
1250,8,"1,89577","1,91828"
1250,9,"1,89415","1,91991"
1250,10,"1,89253","1,92153"
1250,11,"1,89091","1,92316"
1250,12,"1,88928","1,92478"
1250,13,"1,88766","1,92642"
1250,14,"1,88602","1,92805"
1250,15,"1,8844","1,92969"
1250,16,"1,88276","1,93132"
1250,17,"1,88113","1,93297"
1250,18,"1,87948","1,93462"
1250,19,"1,87785","1,93626"
1250,20,"1,87621","1,93791"
1250,21,"1,87456","1,93957"
1300,2,"1,90729","1,91036"
1300,3,"1,90574","1,91191"
1300,4,"1,9042","1,91345"
1300,5,"1,90266","1,915"
1300,6,"1,90111","1,91655"
1300,7,"1,89955","1,9181"
1300,8,"1,898","1,91966"
1300,9,"1,89645","1,92121"
1300,10,"1,89489","1,92277"
1300,11,"1,89333","1,92433"
1300,12,"1,89177","1,9259"
1300,13,"1,89021","1,92747"
1300,14,"1,88864","1,92903"
1300,15,"1,88708","1,93061"
1300,16,"1,88551","1,93218"
1300,17,"1,88394","1,93376"
1300,18,"1,88236","1,93534"
1300,19,"1,88079","1,93692"
1300,20,"1,87921","1,93851"
1300,21,"1,87763","1,94009"
1350,2,"1,90905","1,91201"
1350,3,"1,90756","1,91349"
1350,4,"1,90607","1,91498"
1350,5,"1,90459","1,91648"
1350,6,"1,90309","1,91796"
1350,7,"1,9016","1,91946"
1350,8,"1,90011","1,92095"
1350,9,"1,89861","1,92246"
1350,10,"1,89711","1,92395"
1350,11,"1,89561","1,92546"
1350,12,"1,89411","1,92696"
1350,13,"1,8926","1,92847"
1350,14,"1,8911","1,92998"
1350,15,"1,88959","1,9315"
1350,16,"1,88808","1,93301"
1350,17,"1,88657","1,93453"
1350,18,"1,88505","1,93605"
1350,19,"1,88354","1,93757"
1350,20,"1,88201","1,93909"
1350,21,"1,88049","1,94062"
1400,2,"1,9107","1,91357"
1400,3,"1,90927","1,915"
1400,4,"1,90784","1,91643"
1400,5,"1,90641","1,91787"
1400,6,"1,90497","1,9193"
1400,7,"1,90353","1,92074"
1400,8,"1,90209","1,92219"
1400,9,"1,90065","1,92364"
1400,10,"1,8992","1,92509"
1400,11,"1,89776","1,92653"
1400,12,"1,89631","1,92799"
1400,13,"1,89486","1,92944"
1400,14,"1,89341","1,93089"
1400,15,"1,89195","1,93235"
1400,16,"1,8905","1,93381"
1400,17,"1,88904","1,93527"
1400,18,"1,88758","1,93674"
1400,19,"1,88612","1,9382"
1400,20,"1,88466","1,93967"
1400,21,"1,88319","1,94114"
1450,2,"1,91229","1,91505"
1450,3,"1,9109","1,91643"
1450,4,"1,90952","1,91781"
1450,5,"1,90813","1,9192"
1450,6,"1,90675","1,92059"
1450,7,"1,90535","1,92197"
1450,8,"1,90396","1,92337"
1450,9,"1,90257","1,92476"
1450,10,"1,90118","1,92616"
1450,11,"1,89979","1,92755"
1450,12,"1,89838","1,92895"
1450,13,"1,89699","1,93035"
1450,14,"1,89559","1,93177"
1450,15,"1,89419","1,93317"
1450,16,"1,89277","1,93458"
1450,17,"1,89137","1,93599"
1450,18,"1,88996","1,9374"
1450,19,"1,88856","1,93882"
1450,20,"1,88715","1,94023"
1450,21,"1,88573","1,94165"
1500,2,"1,91378","1,91645"
1500,3,"1,91244","1,91779"
1500,4,"1,9111","1,91912"
1500,5,"1,90976","1,92046"
1500,6,"1,90842","1,92181"
1500,7,"1,90708","1,92314"
1500,8,"1,90574","1,92449"
1500,9,"1,9044","1,92584"
1500,10,"1,90305","1,92718"
1500,11,"1,9017","1,92854"
1500,12,"1,90035","1,9299"
1500,13,"1,89899","1,93124"
1500,14,"1,89764","1,9326"
1500,15,"1,89629","1,93397"
1500,16,"1,89493","1,93532"
1500,17,"1,89357","1,93669"
1500,18,"1,89221","1,93805"
1500,19,"1,89085","1,93941"
1500,20,"1,88948","1,94079"
1500,21,"1,88812","1,94215"
1550,2,"1,9152","1,91778"
1550,3,"1,91391","1,91908"
1550,4,"1,91261","1,92037"
1550,5,"1,91132","1,92167"
1550,6,"1,91002","1,92297"
1550,7,"1,90872","1,92426"
1550,8,"1,90742","1,92556"
1550,9,"1,90612","1,92687"
1550,10,"1,90482","1,92818"
1550,11,"1,90352","1,92948"
1550,12,"1,90221","1,93079"
1550,13,"1,9009","1,9321"
1550,14,"1,89959","1,93341"
1550,15,"1,89828","1,93473"
1550,16,"1,89696","1,93604"
1550,17,"1,89565","1,93736"
1550,18,"1,89433","1,93868"
1550,19,"1,89302","1,94"
1550,20,"1,8917","1,94132"
1550,21,"1,89038","1,94265"
1600,2,"1,91655","1,91905"
1600,3,"1,91531","1,92031"
1600,4,"1,91405","1,92156"
1600,5,"1,91279","1,92282"
1600,6,"1,91154","1,92407"
1600,7,"1,91028","1,92534"
1600,8,"1,90902","1,92659"
1600,9,"1,90776","1,92786"
1600,10,"1,9065","1,92912"
1600,11,"1,90523","1,93038"
1600,12,"1,90397","1,93165"
1600,13,"1,9027","1,93293"
1600,14,"1,90143","1,93419"
1600,15,"1,90016","1,93547"
1600,16,"1,89889","1,93674"
1600,17,"1,89762","1,93801"
1600,18,"1,89634","1,93929"
1600,19,"1,89507","1,94057"
1600,20,"1,8938","1,94185"
1600,21,"1,89252","1,94314"
1650,2,"1,91785","1,92028"
1650,3,"1,91663","1,92149"
1650,4,"1,91542","1,9227"
1650,5,"1,9142","1,92392"
1650,6,"1,91298","1,92514"
1650,7,"1,91176","1,92636"
1650,8,"1,91054","1,92758"
1650,9,"1,90932","1,92881"
1650,10,"1,9081","1,93003"
1650,11,"1,90687","1,93126"
1650,12,"1,90565","1,93249"
1650,13,"1,90442","1,93371"
1650,14,"1,90319","1,93495"
1650,15,"1,90196","1,93618"
1650,16,"1,90073","1,93741"
1650,17,"1,89949","1,93865"
1650,18,"1,89826","1,93989"
1650,19,"1,89702","1,94113"
1650,20,"1,89578","1,94237"
1650,21,"1,89455","1,94361"
1700,2,"1,91908","1,92143"
1700,3,"1,9179","1,92261"
1700,4,"1,91672","1,9238"
1700,5,"1,91554","1,92498"
1700,6,"1,91436","1,92616"
1700,7,"1,91318","1,92734"
1700,8,"1,91199","1,92853"
1700,9,"1,91081","1,92971"
1700,10,"1,90962","1,9309"
1700,11,"1,90843","1,9321"
1700,12,"1,90724","1,93329"
1700,13,"1,90605","1,93448"
1700,14,"1,90486","1,93567"
1700,15,"1,90366","1,93687"
1700,16,"1,90247","1,93807"
1700,17,"1,90127","1,93926"
1700,18,"1,90007","1,94047"
1700,19,"1,89887","1,94167"
1700,20,"1,89767","1,94287"
1700,21,"1,89647","1,94407"
1750,2,"1,92026","1,92255"
1750,3,"1,91912","1,92369"
1750,4,"1,91797","1,92483"
1750,5,"1,91682","1,92598"
1750,6,"1,91568","1,92714"
1750,7,"1,91452","1,92829"
1750,8,"1,91337","1,92944"
1750,9,"1,91222","1,93059"
1750,10,"1,91107","1,93174"
1750,11,"1,90991","1,9329"
1750,12,"1,90876","1,93406"
1750,13,"1,90761","1,93522"
1750,14,"1,90644","1,93637"
1750,15,"1,90528","1,93753"
1750,16,"1,90413","1,9387"
1750,17,"1,90297","1,93987"
1750,18,"1,9018","1,94103"
1750,19,"1,90064","1,9422"
1750,20,"1,89947","1,94336"
1750,21,"1,89831","1,94453"
1800,2,"1,92139","1,92361"
1800,3,"1,92028","1,92473"
1800,4,"1,91916","1,92584"
1800,5,"1,91805","1,92695"
1800,6,"1,91693","1,92807"
1800,7,"1,91582","1,92919"
1800,8,"1,9147","1,93031"
1800,9,"1,91358","1,93144"
1800,10,"1,91245","1,93255"
1800,11,"1,91133","1,93367"
1800,12,"1,91021","1,9348"
1800,13,"1,90909","1,93593"
1800,14,"1,90796","1,93706"
1800,15,"1,90683","1,93818"
1800,16,"1,9057","1,93931"
1800,17,"1,90458","1,94044"
1800,18,"1,90345","1,94158"
1800,19,"1,90232","1,94271"
1800,20,"1,90118","1,94384"
1800,21,"1,90005","1,94498"
1850,2,"1,92247","1,92463"
1850,3,"1,92139","1,92572"
1850,4,"1,92031","1,92681"
1850,5,"1,91922","1,92789"
1850,6,"1,91814","1,92897"
1850,7,"1,91705","1,93006"
1850,8,"1,91596","1,93115"
1850,9,"1,91487","1,93225"
1850,10,"1,91378","1,93334"
1850,11,"1,91269","1,93443"
1850,12,"1,9116","1,93552"
1850,13,"1,91051","1,93661"
1850,14,"1,90941","1,93772"
1850,15,"1,90831","1,93881"
1850,16,"1,90722","1,93991"
1850,17,"1,90612","1,94101"
1850,18,"1,90502","1,94211"
1850,19,"1,90392","1,94321"
1850,20,"1,90282","1,94432"
1850,21,"1,90171","1,94542"
1900,2,"1,92352","1,92562"
1900,3,"1,92246","1,92668"
1900,4,"1,92141","1,92773"
1900,5,"1,92035","1,92878"
1900,6,"1,91929","1,92985"
1900,7,"1,91823","1,9309"
1900,8,"1,91717","1,93196"
1900,9,"1,91611","1,93303"
1900,10,"1,91505","1,93409"
1900,11,"1,91399","1,93515"
1900,12,"1,91292","1,93622"
1900,13,"1,91186","1,93728"
1900,14,"1,91079","1,93835"
1900,15,"1,90973","1,93942"
1900,16,"1,90866","1,94048"
1900,17,"1,9076","1,94156"
1900,18,"1,90652","1,94263"
1900,19,"1,90546","1,9437"
1900,20,"1,90438","1,94478"
1900,21,"1,90331","1,94585"
1950,2,"1,92451","1,92656"
1950,3,"1,92349","1,92759"
1950,4,"1,92246","1,92862"
1950,5,"1,92142","1,92965"
1950,6,"1,9204","1,93068"
1950,7,"1,91937","1,93171"
1950,8,"1,91833","1,93274"
1950,9,"1,9173","1,93377"
1950,10,"1,91627","1,93482"
1950,11,"1,91523","1,93585"
1950,12,"1,91419","1,93688"
1950,13,"1,91316","1,93793"
1950,14,"1,91212","1,93896"
1950,15,"1,91108","1,94"
1950,16,"1,91005","1,94105"
1950,17,"1,909","1,94209"
1950,18,"1,90796","1,94313"
1950,19,"1,90692","1,94418"
1950,20,"1,90588","1,94522"
1950,21,"1,90483","1,94627"
2000,2,"1,92548","1,92747"
2000,3,"1,92447","1,92847"
2000,4,"1,92347","1,92947"
2000,5,"1,92246","1,93049"
2000,6,"1,92146","1,93149"
2000,7,"1,92046","1,93249"
2000,8,"1,91945","1,9335"
2000,9,"1,91844","1,93451"
2000,10,"1,91744","1,93552"
2000,11,"1,91643","1,93652"
2000,12,"1,91542","1,93753"
2000,13,"1,91441","1,93854"
2000,14,"1,9134","1,93957"
2000,15,"1,91239","1,94058"
2000,16,"1,91137","1,94159"
2000,17,"1,91036","1,94261"
2000,18,"1,90934","1,94363"
2000,19,"1,90833","1,94464"
2000,20,"1,90731","1,94566"
2000,21,"1,90629","1,94668"
