T,K,dl,dh
102,20,"1,26486","2,128"
102,21,"1,24154","2,1554"
103,2,"1,65932","1,69848"
103,3,"1,63956","1,71863"
103,4,"1,61955","1,73924"
103,5,"1,59928","1,76029"
103,6,"1,57875","1,78179"
103,7,"1,55799","1,80372"
103,8,"1,537","1,82608"
103,9,"1,51578","1,84886"
103,10,"1,49435","1,87205"
103,11,"1,47272","1,89563"
103,12,"1,4509","1,91962"
103,13,"1,42889","1,94398"
103,14,"1,40671","1,96873"
103,15,"1,38437","1,99383"
103,16,"1,36188","2,01929"
103,17,"1,33924","2,04509"
103,18,"1,31648","2,07122"
103,19,"1,29359","2,09767"
103,20,"1,27059","2,12443"
103,21,"1,2475","2,15149"
104,2,"1,66103","1,69981"
104,3,"1,64147","1,71976"
104,4,"1,62165","1,74015"
104,5,"1,60157","1,76098"
104,6,"1,58126","1,78226"
104,7,"1,5607","1,80395"
104,8,"1,53991","1,82607"
104,9,"1,51892","1,84859"
104,10,"1,4977","1,87152"
104,11,"1,47629","1,89484"
104,12,"1,45469","1,91855"
104,13,"1,43291","1,94263"
104,14,"1,41096","1,96709"
104,15,"1,38885","1,9919"
104,16,"1,36658","2,01706"
104,17,"1,34417","2,04255"
104,18,"1,32164","2,06836"
104,19,"1,29899","2,0945"
104,20,"1,27622","2,12095"
104,21,"1,25335","2,14768"
105,2,"1,66271","1,70111"
105,3,"1,64334","1,72087"
105,4,"1,62371","1,74106"
105,5,"1,60383","1,76168"
105,6,"1,58372","1,78273"
105,7,"1,56336","1,80419"
105,8,"1,54279","1,82606"
105,9,"1,522","1,84834"
105,10,"1,50101","1,87101"
105,11,"1,47981","1,89407"
105,12,"1,45843","1,91751"
105,13,"1,43687","1,94132"
105,14,"1,41514","1,9655"
105,15,"1,39325","1,99001"
105,16,"1,3712","2,01488"
105,17,"1,34903","2,04007"
105,18,"1,32672","2,06559"
105,19,"1,30428","2,09141"
105,20,"1,28174","2,11754"
105,21,"1,2591","2,14396"
106,2,"1,66436","1,70241"
106,3,"1,64518","1,72197"
106,4,"1,62575","1,74195"
106,5,"1,60606","1,76236"
106,6,"1,58613","1,78319"
106,7,"1,56599","1,80443"
106,8,"1,54562","1,82607"
106,9,"1,52503","1,8481"
106,10,"1,50425","1,87053"
106,11,"1,48326","1,89333"
106,12,"1,4621","1,91651"
106,13,"1,44075","1,94005"
106,14,"1,41924","1,96395"
106,15,"1,39756","1,98818"
106,16,"1,37575","2,01275"
106,17,"1,35378","2,03766"
106,18,"1,33169","2,06288"
106,19,"1,30949","2,08841"
106,20,"1,28717","2,11423"
106,21,"1,26475","2,14033"
107,2,"1,666","1,70369"
107,3,"1,64699","1,72305"
107,4,"1,62774","1,74284"
107,5,"1,60825","1,76305"
107,6,"1,58852","1,78365"
107,7,"1,56856","1,80467"
107,8,"1,5484","1,82608"
107,9,"1,52801","1,84788"
107,10,"1,50744","1,87006"
107,11,"1,48666","1,89262"
107,12,"1,4657","1,91553"
107,13,"1,44457","1,93881"
107,14,"1,42326","1,96244"
107,15,"1,40181","1,9864"
107,16,"1,38021","2,0107"
107,17,"1,35847","2,03531"
107,18,"1,33659","2,06024"
107,19,"1,3146","2,08547"
107,20,"1,29251","2,11099"
107,21,"1,2703","2,13679"
108,2,"1,66761","1,70495"
108,3,"1,64878","1,72413"
108,4,"1,62971","1,74372"
108,5,"1,61041","1,76372"
108,6,"1,59087","1,78412"
108,7,"1,5711","1,80492"
108,8,"1,55113","1,82611"
108,9,"1,53095","1,84767"
108,10,"1,51057","1,86962"
108,11,"1,49","1,89192"
108,12,"1,46925","1,91459"
108,13,"1,44832","1,93761"
108,14,"1,42723","1,96097"
108,15,"1,40598","1,98466"
108,16,"1,3846","2,00868"
108,17,"1,36307","2,03302"
108,18,"1,34141","2,05766"
108,19,"1,31963","2,0826"
108,20,"1,29775","2,10783"
108,21,"1,27576","2,13334"
109,2,"1,6692","1,70619"
109,3,"1,65054","1,72519"
109,4,"1,63165","1,74459"
109,5,"1,61253","1,76439"
109,6,"1,59317","1,78459"
109,7,"1,57361","1,80518"
109,8,"1,55382","1,82614"
109,9,"1,53384","1,84749"
109,10,"1,51365","1,86919"
109,11,"1,49329","1,89126"
109,12,"1,47274","1,91368"
109,13,"1,45201","1,93644"
109,14,"1,43113","1,95954"
109,15,"1,41009","1,98298"
109,16,"1,38891","2,00672"
109,17,"1,36758","2,03079"
109,18,"1,34614","2,05515"
109,19,"1,32457","2,07981"
109,20,"1,3029","2,10475"
109,21,"1,28112","2,12997"
110,2,"1,67076","1,70741"
110,3,"1,65228","1,72623"
110,4,"1,63357","1,74545"
110,5,"1,61462","1,76506"
110,6,"1,59545","1,78506"
110,7,"1,57606","1,80543"
110,8,"1,55647","1,82618"
110,9,"1,53667","1,8473"
110,10,"1,51668","1,86878"
110,11,"1,49651","1,89061"
110,12,"1,47617","1,91279"
110,13,"1,45564","1,93531"
110,14,"1,43496","1,95815"
110,15,"1,41412","1,98133"
110,16,"1,39315","2,00481"
110,17,"1,37203","2,02861"
110,18,"1,35079","2,0527"
110,19,"1,32943","2,07709"
110,20,"1,30796","2,10175"
110,21,"1,28639","2,12668"
111,2,"1,67231","1,70863"
111,3,"1,65399","1,72727"
111,4,"1,63545","1,7463"
111,5,"1,61668","1,76572"
111,6,"1,59769","1,78552"
111,7,"1,57848","1,80569"
111,8,"1,55908","1,82623"
111,9,"1,53947","1,84713"
111,10,"1,51967","1,86838"
111,11,"1,49969","1,88999"
111,12,"1,47954","1,91193"
111,13,"1,45921","1,93421"
111,14,"1,43873","1,9568"
111,15,"1,4181","1,97972"
111,16,"1,39732","2,00296"
111,17,"1,37641","2,02649"
111,18,"1,35536","2,05032"
111,19,"1,33421","2,07443"
111,20,"1,31294","2,09881"
111,21,"1,29157","2,12346"
112,2,"1,67383","1,70982"
112,3,"1,65568","1,7283"
112,4,"1,63731","1,74715"
112,5,"1,61871","1,76637"
112,6,"1,5999","1,78598"
112,7,"1,58087","1,80596"
112,8,"1,56164","1,82628"
112,9,"1,54222","1,84697"
112,10,"1,52261","1,868"
112,11,"1,50282","1,88939"
112,12,"1,48285","1,91109"
112,13,"1,46272","1,93313"
112,14,"1,44244","1,9555"
112,15,"1,42199","1,97817"
112,16,"1,40142","2,00114"
112,17,"1,3807","2,02442"
112,18,"1,35986","2,04798"
112,19,"1,3389","2,07182"
112,20,"1,31784","2,09594"
112,21,"1,29666","2,12032"
113,2,"1,67533","1,71101"
113,3,"1,65735","1,72931"
113,4,"1,63914","1,74798"
113,5,"1,62071","1,76703"
113,6,"1,60206","1,78644"
113,7,"1,58322","1,80622"
113,8,"1,56417","1,82635"
113,9,"1,54492","1,84682"
113,10,"1,5255","1,86764"
113,11,"1,5059","1,88879"
113,12,"1,48612","1,91029"
113,13,"1,46618","1,93209"
113,14,"1,44608","1,95421"
113,15,"1,42584","1,97664"
113,16,"1,40545","1,99938"
113,17,"1,38493","2,02239"
113,18,"1,36428","2,0457"
113,19,"1,34352","2,06929"
113,20,"1,32265","2,09314"
113,21,"1,30168","2,11725"
114,2,"1,67681","1,71217"
114,3,"1,65899","1,73031"
114,4,"1,64095","1,74881"
114,5,"1,62268","1,76768"
114,6,"1,60421","1,78691"
114,7,"1,58554","1,80649"
114,8,"1,56666","1,82642"
114,9,"1,5476","1,84669"
114,10,"1,52835","1,8673"
114,11,"1,50892","1,88824"
114,12,"1,48933","1,9095"
114,13,"1,46958","1,93108"
114,14,"1,44967","1,95297"
114,15,"1,42962","1,97516"
114,16,"1,40942","1,99765"
114,17,"1,38909","2,02042"
114,18,"1,36864","2,04348"
114,19,"1,34806","2,06681"
114,20,"1,32739","2,0904"
114,21,"1,30661","2,11426"
115,2,"1,67828","1,71333"
115,3,"1,66061","1,73129"
115,4,"1,64272","1,74963"
115,5,"1,62462","1,76832"
115,6,"1,60632","1,78737"
115,7,"1,58781","1,80676"
115,8,"1,56911","1,8265"
115,9,"1,55022","1,84656"
115,10,"1,53115","1,86697"
115,11,"1,5119","1,88769"
115,12,"1,4925","1,90873"
115,13,"1,47293","1,93009"
115,14,"1,4532","1,95176"
115,15,"1,43333","1,97372"
115,16,"1,41332","1,99597"
115,17,"1,39318","2,0185"
115,18,"1,37291","2,04131"
115,19,"1,35254","2,06439"
115,20,"1,33205","2,08773"
115,21,"1,31146","2,11133"
116,2,"1,67972","1,71446"
116,3,"1,66221","1,73228"
116,4,"1,64448","1,75044"
116,5,"1,62654","1,76896"
116,6,"1,60839","1,78782"
116,7,"1,59005","1,80703"
116,8,"1,57152","1,82658"
116,9,"1,5528","1,84645"
116,10,"1,53391","1,86665"
116,11,"1,51484","1,88716"
116,12,"1,49561","1,90799"
116,13,"1,47621","1,92914"
116,14,"1,45668","1,95058"
116,15,"1,43699","1,97231"
116,16,"1,41716","1,99432"
116,17,"1,39721","2,01662"
116,18,"1,37713","2,03919"
116,19,"1,35693","2,06203"
116,20,"1,33663","2,08512"
116,21,"1,31624","2,10846"
117,2,"1,68115","1,71559"
117,3,"1,66378","1,73324"
117,4,"1,64621","1,75124"
117,5,"1,62843","1,7696"
117,6,"1,61045","1,78828"
117,7,"1,59227","1,80731"
117,8,"1,5739","1,82666"
117,9,"1,55535","1,84634"
117,10,"1,53663","1,86634"
117,11,"1,51774","1,88666"
117,12,"1,49868","1,90728"
117,13,"1,47946","1,9282"
117,14,"1,46009","1,94943"
117,15,"1,44059","1,97093"
117,16,"1,42094","1,99272"
117,17,"1,40116","2,01478"
117,18,"1,38128","2,03712"
117,19,"1,36126","2,05971"
117,20,"1,34114","2,08257"
117,21,"1,32093","2,10566"
118,2,"1,68255","1,7167"
118,3,"1,66534","1,7342"
118,4,"1,64792","1,75204"
118,5,"1,63029","1,77022"
118,6,"1,61246","1,78873"
118,7,"1,59445","1,80759"
118,8,"1,57625","1,82675"
118,9,"1,55787","1,84625"
118,10,"1,53931","1,86605"
118,11,"1,52058","1,88616"
118,12,"1,50169","1,90659"
118,13,"1,48265","1,92729"
118,14,"1,46347","1,9483"
118,15,"1,44413","1,96959"
118,16,"1,42467","1,99116"
118,17,"1,40507","2,013"
118,18,"1,38535","2,0351"
118,19,"1,36552","2,05746"
118,20,"1,34558","2,08007"
118,21,"1,32555","2,10293"
119,2,"1,68394","1,7178"
119,3,"1,66687","1,73515"
119,4,"1,6496","1,75283"
119,5,"1,63212","1,77085"
119,6,"1,61446","1,78919"
119,7,"1,5966","1,80786"
119,8,"1,57855","1,82686"
119,9,"1,56033","1,84616"
119,10,"1,54195","1,86577"
119,11,"1,52338","1,88569"
119,12,"1,50466","1,90591"
119,13,"1,48579","1,92641"
119,14,"1,46678","1,94721"
119,15,"1,44762","1,96828"
119,16,"1,42832","1,98963"
119,17,"1,4089","2,01124"
119,18,"1,38936","2,03312"
119,19,"1,36972","2,05525"
119,20,"1,34995","2,07763"
119,21,"1,33009","2,10024"
120,2,"1,68531","1,71889"
120,3,"1,66839","1,73608"
120,4,"1,65126","1,75361"
120,5,"1,63394","1,77146"
120,6,"1,61642","1,78964"
120,7,"1,59872","1,80815"
120,8,"1,58083","1,82696"
120,9,"1,56276","1,84608"
120,10,"1,54454","1,86551"
120,11,"1,52615","1,88523"
120,12,"1,50759","1,90525"
120,13,"1,48889","1,92556"
120,14,"1,47004","1,94614"
120,15,"1,45106","1,96701"
120,16,"1,43193","1,98814"
120,17,"1,41269","2,00954"
120,18,"1,39332","2,03119"
120,19,"1,37385","2,0531"
120,20,"1,35425","2,07524"
120,21,"1,33457","2,09762"
121,2,"1,68666","1,71996"
121,3,"1,66988","1,73701"
121,4,"1,6529","1,75438"
121,5,"1,63572","1,77209"
121,6,"1,61835","1,7901"
121,7,"1,6008","1,80843"
121,8,"1,58307","1,82706"
121,9,"1,56517","1,84601"
121,10,"1,5471","1,86525"
121,11,"1,52886","1,88479"
121,12,"1,51047","1,90461"
121,13,"1,49194","1,92471"
121,14,"1,47325","1,9451"
121,15,"1,45443","1,96576"
121,16,"1,43549","1,98668"
121,17,"1,41641","2,00787"
121,18,"1,39721","2,0293"
121,19,"1,37791","2,05099"
121,20,"1,35849","2,07291"
121,21,"1,33898","2,09507"
122,2,"1,688","1,72102"
122,3,"1,67135","1,73792"
122,4,"1,65452","1,75515"
122,5,"1,63748","1,77269"
122,6,"1,62027","1,79054"
122,7,"1,60286","1,80871"
122,8,"1,58528","1,82718"
122,9,"1,56754","1,84594"
122,10,"1,54962","1,865"
122,11,"1,53155","1,88436"
122,12,"1,51332","1,904"
122,13,"1,49495","1,92391"
122,14,"1,47642","1,94409"
122,15,"1,45777","1,96455"
122,16,"1,43899","1,98526"
122,17,"1,42007","2,00624"
122,18,"1,40104","2,02746"
122,19,"1,3819","2,04892"
122,20,"1,36266","2,07063"
122,21,"1,34332","2,09256"
123,2,"1,68932","1,72207"
123,3,"1,67281","1,73883"
123,4,"1,65611","1,75591"
123,5,"1,63922","1,7733"
123,6,"1,62215","1,791"
123,7,"1,60489","1,80899"
123,8,"1,58746","1,8273"
123,9,"1,56986","1,84589"
123,10,"1,5521","1,86478"
123,11,"1,53419","1,88394"
123,12,"1,51612","1,90339"
123,13,"1,4979","1,92311"
123,14,"1,47954","1,94311"
123,15,"1,46105","1,96336"
123,16,"1,44243","1,98388"
123,17,"1,42368","2,00464"
123,18,"1,40482","2,02566"
123,19,"1,38584","2,0469"
123,20,"1,36677","2,06839"
123,21,"1,34759","2,0901"
124,2,"1,69062","1,7231"
124,3,"1,67425","1,73973"
124,4,"1,65768","1,75666"
124,5,"1,64094","1,7739"
124,6,"1,624","1,79144"
124,7,"1,6069","1,80928"
124,8,"1,58961","1,82742"
124,9,"1,57216","1,84584"
124,10,"1,55456","1,86455"
124,11,"1,5368","1,88354"
124,12,"1,51888","1,90281"
124,13,"1,50081","1,92234"
124,14,"1,48261","1,94215"
124,15,"1,46428","1,96221"
124,16,"1,44582","1,98252"
124,17,"1,42724","2,00308"
124,18,"1,40854","2,02388"
124,19,"1,38973","2,04493"
124,20,"1,37082","2,0662"
124,21,"1,3518","2,0877"
125,2,"1,69191","1,72413"
125,3,"1,67567","1,74061"
125,4,"1,65924","1,7574"
125,5,"1,64263","1,7745"
125,6,"1,62584","1,79189"
125,7,"1,60887","1,80958"
125,8,"1,59173","1,82755"
125,9,"1,57443","1,84581"
125,10,"1,55697","1,86435"
125,11,"1,53936","1,88316"
125,12,"1,5216","1,90225"
125,13,"1,50369","1,9216"
125,14,"1,48565","1,94121"
125,15,"1,46747","1,96108"
125,16,"1,44916","1,98119"
125,17,"1,43074","2,00156"
125,18,"1,4122","2,02216"
125,19,"1,39355","2,043"
125,20,"1,3748","2,06406"
125,21,"1,35595","2,08535"
126,2,"1,69318","1,72515"
126,3,"1,67707","1,74149"
126,4,"1,66078","1,75815"
126,5,"1,6443","1,77509"
126,6,"1,62764","1,79234"
126,7,"1,61081","1,80986"
126,8,"1,59383","1,82768"
126,9,"1,57667","1,84577"
126,10,"1,55936","1,86414"
126,11,"1,54189","1,88278"
126,12,"1,52428","1,90169"
126,13,"1,50652","1,92086"
126,14,"1,48863","1,94029"
126,15,"1,4706","1,95997"
126,16,"1,45246","1,9799"
126,17,"1,43419","2,00006"
126,18,"1,41581","2,02047"
126,19,"1,39732","2,04111"
126,20,"1,37872","2,06197"
126,21,"1,36003","2,08305"
127,2,"1,69443","1,72614"
127,3,"1,67845","1,74236"
127,4,"1,66229","1,75888"
127,5,"1,64595","1,77568"
127,6,"1,62943","1,79277"
127,7,"1,61273","1,81015"
127,8,"1,59588","1,82781"
127,9,"1,57888","1,84575"
127,10,"1,5617","1,86394"
127,11,"1,54438","1,88242"
127,12,"1,52692","1,90116"
127,13,"1,50931","1,92015"
127,14,"1,49157","1,9394"
127,15,"1,4737","1,9589"
127,16,"1,4557","1,97863"
127,17,"1,43759","1,99861"
127,18,"1,41936","2,01882"
127,19,"1,40103","2,03926"
127,20,"1,38259","2,05992"
127,21,"1,36406","2,08079"
128,2,"1,69568","1,72714"
128,3,"1,67982","1,74322"
128,4,"1,66379","1,7596"
128,5,"1,64758","1,77626"
128,6,"1,63119","1,79322"
128,7,"1,61464","1,81045"
128,8,"1,59792","1,82795"
128,9,"1,58105","1,84572"
128,10,"1,56402","1,86377"
128,11,"1,54684","1,88207"
128,12,"1,52952","1,90064"
128,13,"1,51206","1,91946"
128,14,"1,49447","1,93853"
128,15,"1,47675","1,95784"
128,16,"1,45891","1,9774"
128,17,"1,44094","1,99719"
128,18,"1,42287","2,01721"
128,19,"1,40468","2,03744"
128,20,"1,3864","2,05791"
128,21,"1,36802","2,07859"
129,2,"1,6969","1,72812"
129,3,"1,68117","1,74408"
129,4,"1,66526","1,76032"
129,5,"1,64917","1,77685"
129,6,"1,63293","1,79366"
129,7,"1,61651","1,81073"
129,8,"1,59992","1,82808"
129,9,"1,58319","1,84571"
129,10,"1,5663","1,86359"
129,11,"1,54927","1,88173"
129,12,"1,53209","1,90013"
129,13,"1,51478","1,91878"
129,14,"1,49733","1,93768"
129,15,"1,47975","1,95682"
129,16,"1,46206","1,97619"
129,17,"1,44424","1,99579"
129,18,"1,42632","2,01562"
129,19,"1,40829","2,03568"
129,20,"1,39015","2,05594"
129,21,"1,37192","2,07642"
130,2,"1,69811","1,72909"
130,3,"1,6825","1,74492"
130,4,"1,66672","1,76103"
130,5,"1,65076","1,77743"
130,6,"1,63464","1,79409"
130,7,"1,61836","1,81103"
130,8,"1,60191","1,82823"
130,9,"1,58531","1,84569"
130,10,"1,56856","1,86343"
130,11,"1,55166","1,8814"
130,12,"1,53462","1,89965"
130,13,"1,51745","1,91812"
130,14,"1,50015","1,93685"
130,15,"1,48272","1,9558"
130,16,"1,46516","1,975"
130,17,"1,4475","1,99442"
130,18,"1,42972","2,01407"
130,19,"1,41184","2,03393"
130,20,"1,39386","2,05401"
130,21,"1,37577","2,0743"
131,2,"1,69931","1,73005"
131,3,"1,68383","1,74575"
131,4,"1,66816","1,76174"
131,5,"1,65233","1,778"
131,6,"1,63633","1,79452"
131,7,"1,62017","1,81132"
131,8,"1,60386","1,82838"
131,9,"1,5874","1,84569"
131,10,"1,57078","1,86327"
131,11,"1,55402","1,88109"
131,12,"1,53712","1,89917"
131,13,"1,52009","1,91748"
131,14,"1,50292","1,93604"
131,15,"1,48564","1,95483"
131,16,"1,46823","1,97384"
131,17,"1,45071","1,99309"
131,18,"1,43308","2,01255"
131,19,"1,41534","2,03224"
131,20,"1,3975","2,05212"
131,21,"1,37957","2,07222"
132,2,"1,70049","1,731"
132,3,"1,68512","1,74658"
132,4,"1,66958","1,76244"
132,5,"1,65388","1,77856"
132,6,"1,63801","1,79496"
132,7,"1,62197","1,81162"
132,8,"1,60579","1,82853"
132,9,"1,58945","1,84569"
132,10,"1,57297","1,86311"
132,11,"1,55635","1,88079"
132,12,"1,53958","1,89871"
132,13,"1,52269","1,91686"
132,14,"1,50566","1,93525"
132,15,"1,48852","1,95387"
132,16,"1,47126","1,97272"
132,17,"1,45387","1,99179"
132,18,"1,43639","2,01107"
132,19,"1,41879","2,03057"
132,20,"1,40109","2,05028"
132,21,"1,38331","2,07019"
133,2,"1,70166","1,73194"
133,3,"1,68641","1,7474"
133,4,"1,67099","1,76313"
133,5,"1,6554","1,77912"
133,6,"1,63965","1,79539"
133,7,"1,62375","1,81191"
133,8,"1,60769","1,82868"
133,9,"1,59149","1,84571"
133,10,"1,57513","1,86298"
133,11,"1,55864","1,8805"
133,12,"1,54202","1,89825"
133,13,"1,52526","1,91625"
133,14,"1,50837","1,93448"
133,15,"1,49136","1,95293"
133,16,"1,47424","1,97161"
133,17,"1,457","1,99051"
133,18,"1,43965","2,00962"
133,19,"1,42219","2,02894"
133,20,"1,40464","2,04846"
133,21,"1,387","2,0682"
134,2,"1,70282","1,73286"
134,3,"1,68768","1,74821"
134,4,"1,67238","1,76382"
134,5,"1,65691","1,77969"
134,6,"1,64129","1,79581"
134,7,"1,62551","1,8122"
134,8,"1,60957","1,82883"
134,9,"1,5935","1,84572"
134,10,"1,57727","1,86285"
134,11,"1,56091","1,88021"
134,12,"1,54442","1,89782"
134,13,"1,52779","1,91565"
134,14,"1,51104","1,93372"
134,15,"1,49416","1,95201"
134,16,"1,47717","1,97053"
134,17,"1,46007","1,98925"
134,18,"1,44286","2,0082"
134,19,"1,42554","2,02734"
134,20,"1,40813","2,04669"
134,21,"1,39063","2,06623"
135,2,"1,70397","1,73379"
135,3,"1,68894","1,74902"
135,4,"1,67375","1,7645"
135,5,"1,6584","1,78024"
135,6,"1,6429","1,79624"
135,7,"1,62723","1,8125"
135,8,"1,61142","1,82899"
135,9,"1,59547","1,84573"
135,10,"1,57937","1,86272"
135,11,"1,56315","1,87994"
135,12,"1,54677","1,89739"
135,13,"1,53028","1,91507"
135,14,"1,51367","1,93299"
135,15,"1,49692","1,95112"
135,16,"1,48007","1,96947"
135,17,"1,4631","1,98803"
135,18,"1,44604","2,0068"
135,19,"1,42885","2,02577"
135,20,"1,41158","2,04495"
135,21,"1,39422","2,06432"
136,2,"1,7051","1,73469"
136,3,"1,69018","1,7498"
136,4,"1,67511","1,76517"
136,5,"1,65987","1,78079"
136,6,"1,64448","1,79667"
136,7,"1,62894","1,81279"
136,8,"1,61326","1,82915"
136,9,"1,59742","1,84576"
136,10,"1,58145","1,8626"
136,11,"1,56535","1,87968"
136,12,"1,54911","1,89698"
136,13,"1,53275","1,91451"
136,14,"1,51626","1,93227"
136,15,"1,49966","1,95024"
136,16,"1,48293","1,96843"
136,17,"1,46609","1,98683"
136,18,"1,44916","2,00543"
136,19,"1,43212","2,02425"
136,20,"1,41499","2,04325"
136,21,"1,39776","2,06244"
137,2,"1,70621","1,73559"
137,3,"1,69141","1,7506"
137,4,"1,67645","1,76585"
137,5,"1,66133","1,78134"
137,6,"1,64606","1,79709"
137,7,"1,63064","1,81308"
137,8,"1,61507","1,82932"
137,9,"1,59936","1,84578"
137,10,"1,58351","1,86249"
137,11,"1,56753","1,87942"
137,12,"1,55142","1,89658"
137,13,"1,53517","1,91396"
137,14,"1,51881","1,93156"
137,15,"1,50235","1,94938"
137,16,"1,48575","1,96741"
137,17,"1,46905","1,98565"
137,18,"1,45225","2,0041"
137,19,"1,43534","2,02274"
137,20,"1,41833","2,04157"
137,21,"1,40124","2,0606"
138,2,"1,70732","1,73649"
138,3,"1,69262","1,75138"
138,4,"1,67777","1,76651"
138,5,"1,66277","1,78189"
138,6,"1,64761","1,79751"
138,7,"1,6323","1,81338"
138,8,"1,61685","1,82948"
138,9,"1,60126","1,84582"
138,10,"1,58554","1,86239"
138,11,"1,56968","1,87918"
138,12,"1,55369","1,89619"
138,13,"1,53758","1,91342"
138,14,"1,52134","1,93088"
138,15,"1,50499","1,94855"
138,16,"1,48853","1,96643"
138,17,"1,47196","1,98451"
138,18,"1,45529","2,00278"
138,19,"1,43852","2,02126"
138,20,"1,42164","2,03993"
138,21,"1,40469","2,05879"
139,2,"1,70841","1,73737"
139,3,"1,69383","1,75214"
139,4,"1,67908","1,76716"
139,5,"1,66418","1,78243"
139,6,"1,64914","1,79793"
139,7,"1,63395","1,81367"
139,8,"1,61861","1,82965"
139,9,"1,60314","1,84585"
139,10,"1,58754","1,86228"
139,11,"1,5718","1,87893"
139,12,"1,55593","1,89581"
139,13,"1,53995","1,91291"
139,14,"1,52383","1,93022"
139,15,"1,50761","1,94773"
139,16,"1,49128","1,96545"
139,17,"1,47483","1,98337"
139,18,"1,45829","2,0015"
139,19,"1,44164","2,01981"
139,20,"1,42491","2,03832"
139,21,"1,40807","2,05701"
140,2,"1,7095","1,73824"
140,3,"1,69501","1,75291"
140,4,"1,68038","1,76782"
140,5,"1,66559","1,78297"
140,6,"1,65066","1,79836"
140,7,"1,63557","1,81397"
140,8,"1,62036","1,82981"
140,9,"1,605","1,84589"
140,10,"1,58951","1,86219"
140,11,"1,57389","1,87871"
140,12,"1,55815","1,89545"
140,13,"1,54228","1,9124"
140,14,"1,52629","1,92956"
140,15,"1,5102","1,94693"
140,16,"1,49399","1,96449"
140,17,"1,47767","1,98227"
140,18,"1,46125","2,00024"
140,19,"1,44473","2,0184"
140,20,"1,42813","2,03675"
140,21,"1,41143","2,05528"
141,2,"1,71056","1,7391"
141,3,"1,69618","1,75367"
141,4,"1,68165","1,76847"
141,5,"1,66697","1,7835"
141,6,"1,65215","1,79876"
141,7,"1,63718","1,81426"
141,8,"1,62208","1,82999"
141,9,"1,60684","1,84593"
141,10,"1,59147","1,86211"
141,11,"1,57596","1,87848"
141,12,"1,56033","1,89508"
141,13,"1,54459","1,9119"
141,14,"1,52872","1,92892"
141,15,"1,51275","1,94614"
141,16,"1,49666","1,96357"
141,17,"1,48047","1,98119"
141,18,"1,46417","1,999"
141,19,"1,44779","2,01701"
141,20,"1,4313","2,03519"
141,21,"1,41472","2,05357"
142,2,"1,71162","1,73997"
142,3,"1,69735","1,75442"
142,4,"1,68292","1,76911"
142,5,"1,66835","1,78403"
142,6,"1,65362","1,79918"
142,7,"1,63877","1,81456"
142,8,"1,62377","1,83016"
142,9,"1,60865","1,84598"
142,10,"1,59339","1,86202"
142,11,"1,578","1,87828"
142,12,"1,5625","1,89474"
142,13,"1,54686","1,91142"
142,14,"1,53112","1,9283"
142,15,"1,51527","1,94538"
142,16,"1,4993","1,96266"
142,17,"1,48323","1,98013"
142,18,"1,46706","1,9978"
142,19,"1,45079","2,01564"
142,20,"1,43444","2,03368"
142,21,"1,41799","2,0519"
143,2,"1,71267","1,74081"
143,3,"1,69849","1,75517"
143,4,"1,68417","1,76974"
143,5,"1,6697","1,78456"
143,6,"1,65509","1,79959"
143,7,"1,64034","1,81486"
143,8,"1,62546","1,83034"
143,9,"1,61043","1,84603"
143,10,"1,59529","1,86194"
143,11,"1,58002","1,87807"
143,12,"1,56463","1,8944"
143,13,"1,54912","1,91095"
143,14,"1,53348","1,92769"
143,15,"1,51776","1,94463"
143,16,"1,50191","1,96176"
143,17,"1,48595","1,97909"
143,18,"1,46991","1,99661"
143,19,"1,45376","2,01431"
143,20,"1,43753","2,03219"
143,21,"1,4212","2,05025"
144,2,"1,7137","1,74165"
144,3,"1,69963","1,7559"
144,4,"1,68541","1,77037"
144,5,"1,67104","1,78508"
144,6,"1,65653","1,8"
144,7,"1,64189","1,81514"
144,8,"1,62711","1,83051"
144,9,"1,6122","1,84609"
144,10,"1,59717","1,86188"
144,11,"1,58201","1,87787"
144,12,"1,56673","1,89408"
144,13,"1,55133","1,91048"
144,14,"1,53583","1,92709"
144,15,"1,52021","1,94389"
144,16,"1,50448","1,96089"
144,17,"1,48865","1,97808"
144,18,"1,47272","1,99544"
144,19,"1,4567","2,01299"
144,20,"1,44058","2,03073"
144,21,"1,42438","2,04864"
145,2,"1,71473","1,74247"
145,3,"1,70075","1,75663"
145,4,"1,68663","1,771"
145,5,"1,67236","1,78559"
145,6,"1,65796","1,8004"
145,7,"1,64343","1,81544"
145,8,"1,62875","1,83069"
145,9,"1,61395","1,84615"
145,10,"1,59902","1,86181"
145,11,"1,58398","1,87768"
145,12,"1,56881","1,89375"
145,13,"1,55352","1,91003"
145,14,"1,53813","1,92651"
145,15,"1,52263","1,94317"
145,16,"1,50702","1,96003"
145,17,"1,49131","1,97707"
145,18,"1,4755","1,9943"
145,19,"1,45959","2,01171"
145,20,"1,44359","2,02929"
145,21,"1,42751","2,04706"
146,2,"1,71574","1,7433"
146,3,"1,70186","1,75735"
146,4,"1,68784","1,77162"
146,5,"1,67368","1,7861"
146,6,"1,65938","1,80082"
146,7,"1,64494","1,81574"
146,8,"1,63038","1,83087"
146,9,"1,61568","1,84621"
146,10,"1,60086","1,86175"
146,11,"1,58592","1,8775"
146,12,"1,57087","1,89345"
146,13,"1,55569","1,90959"
146,14,"1,54041","1,92594"
